Time,NewReno_1_Bps,NewReno_2_Bps,NewReno_1_PktLoss,NewReno_2_PktLoss,NewReno_1_Cwnd,NewReno_2_Cwnd,JainsFairnessIndex
25.5,525000.0,735000.0,55.0,34.0,78819.0,78507.0,0.972973
25.6,795000.0,450000.0,56.0,34.0,79521.0,78897.0,0.928687
25.7,810000.0,435000.0,39.0,53.0,79989.0,79521.0,0.9168220000000001
25.8,480000.0,765000.0,35.0,57.0,80353.0,80223.0,0.9502070000000001
25.9,420000.0,825000.0,51.0,42.0,80915.0,80740.0,0.904306
26.0,735000.0,525000.0,57.0,36.0,81590.0,81090.0,0.972973
26.1,825000.0,420000.0,46.0,48.0,82140.0,81590.0,0.904306
26.2,555000.0,690000.0,37.0,58.0,82490.0,82290.0,0.988379
26.3,405000.0,840000.0,51.0,45.0,82990.0,82815.0,0.891203
26.4,735000.0,525000.0,58.0,38.0,83690.0,83165.0,0.972973
26.5,840000.0,405000.0,43.0,53.0,84178.0,83690.0,0.891203
26.6,480000.0,765000.0,39.0,59.0,84514.0,84370.0,0.9502070000000001
26.7,390000.0,855000.0,59.0,40.0,85066.0,84826.0,0.87758
26.8,855000.0,390000.0,61.0,40.0,85762.0,85138.0,0.87758
26.9,780000.0,480000.0,39.0,61.0,86122.0,85762.0,0.946352
27.0,360000.0,885000.0,43.0,56.0,86458.0,86410.0,0.849026
27.1,615000.0,630000.0,61.0,40.0,87154.0,86722.0,0.999855
27.2,885000.0,360000.0,48.0,53.0,87692.0,87154.0,0.849026
27.3,495000.0,765000.0,41.0,62.0,87991.0,87853.0,0.956098
27.4,405000.0,840000.0,63.0,40.0,88543.0,88244.0,0.891203
27.5,915000.0,330000.0,60.0,45.0,89210.0,88543.0,0.819144
27.6,600000.0,645000.0,42.0,62.0,89463.0,89233.0,0.998695
27.7,345000.0,900000.0,60.0,46.0,89923.0,89739.0,0.834221
27.8,870000.0,390000.0,64.0,43.0,90636.0,89992.0,0.8732669999999999
27.9,720000.0,525000.0,42.0,64.0,90935.0,90636.0,0.9760560000000001
28.0,315000.0,930000.0,58.0,50.0,91341.0,91187.0,0.803851
28.1,840000.0,405000.0,64.0,44.0,92023.0,91407.0,0.891203
28.2,720000.0,540000.0,44.0,64.0,92331.0,92023.0,0.98
28.3,315000.0,930000.0,58.0,50.0,92705.0,92551.0,0.803851
28.4,840000.0,405000.0,66.0,44.0,93409.0,92771.0,0.891203
28.5,705000.0,540000.0,45.0,66.0,93695.0,93409.0,0.982739
28.6,285000.0,960000.0,64.0,48.0,94113.0,93915.0,0.7728290000000001
28.7,930000.0,330000.0,67.0,44.0,94817.0,94113.0,0.815157
28.8,615000.0,630000.0,46.0,67.0,95037.0,94817.0,0.999855
28.9,360000.0,885000.0,66.0,46.0,95512.0,95235.0,0.849026
29.0,960000.0,285000.0,59.0,53.0,96100.0,95512.0,0.7728290000000001
29.1,495000.0,765000.0,46.0,67.0,96310.0,96184.0,0.956098
29.2,480000.0,765000.0,68.0,46.0,96877.0,96499.0,0.9502070000000001
29.3,990000.0,255000.0,51.0,65.0,97381.0,96877.0,0.74155
29.4,300000.0,945000.0,49.0,67.0,97570.0,97549.0,0.788396
29.5,705000.0,540000.0,68.0,49.0,98263.0,97738.0,0.982739
29.6,795000.0,465000.0,48.0,68.0,98599.0,98263.0,0.935809
29.7,255000.0,990000.0,65.0,53.0,98956.0,98788.0,0.74155
29.8,945000.0,300000.0,68.0,49.0,99649.0,98956.0,0.788396
29.9,540000.0,705000.0,48.0,70.0,99817.0,99670.0,0.982739
30.0,480000.0,780000.0,71.0,49.0,100359.0,99979.0,0.946352
30.1,1005000.0,240000.0,50.0,71.0,100819.0,100359.0,0.7259220000000001
30.2,210000.0,1035000.0,58.0,62.0,101039.0,100959.0,0.6948760000000002
30.3,840000.0,405000.0,71.0,49.0,101719.0,101099.0,0.891203
30.4,630000.0,615000.0,51.0,71.0,101939.0,101719.0,0.999855
