Time,Cubic_1_Bps,Cubic_2_Bps,Cubic_1_PktLoss,Cubic_2_PktLoss,Cubic_1_Cwnd,Cubic_2_Cwnd,JainsFairnessIndex
112.4,443920.0,810000.0,329.0,234.0,94120.0,86880.0,0.9214600000000001
112.5,870000.0,375000.0,303.0,237.0,65160.0,86880.0,0.8635
112.6,473040.0,780000.0,309.0,245.0,66608.0,86880.0,0.943386
112.7,508000.0,735000.0,296.0,256.0,68056.0,86880.0,0.9677250000000001
112.8,345000.0,900000.0,307.0,246.0,68056.0,86880.0,0.834221
112.9,540000.0,720000.0,319.0,234.0,70952.0,86880.0,0.98
113.0,720000.0,525000.0,320.0,235.0,72400.0,86880.0,0.9760560000000001
113.1,690000.0,555000.0,300.0,256.0,72400.0,86880.0,0.988379
113.2,345000.0,900000.0,301.0,254.0,72400.0,86880.0,0.834221
113.3,450000.0,795000.0,322.0,235.0,73848.0,86880.0,0.928687
113.4,765000.0,495000.0,322.0,234.0,75296.0,86880.0,0.956098
113.5,735000.0,510000.0,301.0,256.0,75296.0,86880.0,0.968372
113.6,345000.0,900000.0,303.0,256.0,76744.0,86880.0,0.834221
113.7,480000.0,765000.0,323.0,235.0,76744.0,86880.0,0.9502070000000001
113.8,780000.0,480000.0,324.0,235.0,78192.0,86880.0,0.946352
113.9,690000.0,555000.0,304.0,256.0,78192.0,86880.0,0.988379
114.0,345000.0,900000.0,309.0,250.0,78192.0,86880.0,0.834221
114.1,570000.0,675000.0,325.0,235.0,78192.0,86880.0,0.992937
114.2,810000.0,435000.0,320.0,242.0,79640.0,86880.0,0.9168220000000001
114.3,570000.0,690000.0,304.0,256.0,79640.0,86880.0,0.991011
114.4,345000.0,900000.0,319.0,241.0,79640.0,88328.0,0.834221
114.5,720000.0,525000.0,325.0,236.0,79640.0,88328.0,0.9760560000000001
114.6,810000.0,435000.0,307.0,253.0,79640.0,88328.0,0.9168220000000001
114.7,405000.0,855000.0,304.0,257.0,79640.0,89776.0,0.8868779999999999
114.8,405000.0,840000.0,325.0,237.0,79640.0,89776.0,0.891203
114.9,810000.0,435000.0,325.0,237.0,79640.0,91224.0,0.9168220000000001
115.0,675000.0,570000.0,304.0,259.0,79640.0,91224.0,0.992937
115.1,300000.0,945000.0,314.0,251.0,79640.0,92672.0,0.788396
