Time,NewReno_1_Bps,Cubic_2_Bps,Bbr_3_Bps,Dctcp_4_Bps,NewReno_1_PktLoss,Cubic_2_PktLoss,Bbr_3_PktLoss,Dctcp_4_PktLoss,NewReno_1_Cwnd,Cubic_2_Cwnd,Bbr_3_Cwnd,Dctcp_4_Cwnd,JainsFairnessIndex
8.8,615000.0,175000.0,240000.0,215000.0,80.66666666666667,79.33333333333333,51.666666666666664,56.666666666666664,64082.0,62795.666666666664,59423.333333333336,62009.333333333336,0.604695
8.9,510000.0,255000.0,265000.0,215000.0,72.66666666666667,83.33333333333333,56.666666666666664,57.333333333333336,65047.333333333336,63278.333333333336,59423.333333333336,62492.0,0.6576896666666666
9.0,310000.0,440000.0,270000.0,225000.0,82.33333333333333,77.33333333333333,54.666666666666664,57.333333333333336,65530.0,64243.666666666664,60388.666666666664,62974.666666666664,0.5685806666666666
9.1,635000.0,170000.0,230000.0,225000.0,82.33333333333333,76.0,57.333333333333336,58.0,66978.0,64243.666666666664,43149.0,63457.333333333336,0.592625
9.2,435000.0,280000.0,295000.0,235000.0,74.0,85.0,62.0,56.666666666666664,67943.33333333333,46057.666666666664,44114.333333333336,24244.333333333332,0.6643979999999999
9.3,360000.0,400000.0,242573.33333333334,245000.0,90.66666666666667,73.66666666666667,62.0,52.666666666666664,68908.66666666667,47023.0,45562.333333333336,24727.0,0.6307116666666667
9.4,675000.0,130000.0,270000.0,170000.0,84.0,81.33333333333333,62.0,53.333333333333336,70356.66666666667,47023.0,45562.333333333336,24727.0,0.588984
9.5,315000.0,410000.0,345000.0,175000.0,88.0,84.0,57.666666666666664,52.666666666666664,70839.33333333333,47988.333333333336,47493.0,25209.666666666668,0.5498663333333332
9.6,655000.0,210000.0,235000.0,155000.0,86.66666666666667,78.66666666666667,60.0,59.333333333333336,72287.33333333333,47988.333333333336,49423.666666666664,25692.333333333332,0.6157546666666667
9.7,395000.0,270000.0,330000.0,255000.0,74.66666666666667,87.33333333333333,68.0,60.666666666666664,72770.0,49436.333333333336,54250.333333333336,27140.333333333332,0.6650636666666666
9.8,345000.0,360000.0,330000.0,210000.0,94.33333333333333,80.0,62.666666666666664,59.0,73735.33333333333,51367.0,56181.0,28588.333333333332,0.7149636666666667
9.9,660000.0,185000.0,260000.0,140000.0,85.66666666666667,85.66666666666667,73.33333333333333,57.666666666666664,74700.66666666667,51367.0,62938.333333333336,29553.666666666668,0.6010203333333334
10.0,150000.0,435000.0,445000.0,225000.0,91.33333333333333,81.33333333333333,73.66666666666667,61.666666666666664,75183.33333333333,54263.0,66186.0,32932.333333333336,0.6259399999999999
10.1,690000.0,170000.0,220000.0,165000.0,89.66666666666667,87.33333333333333,75.66666666666667,58.666666666666664,75874.0,58124.333333333336,66186.0,32932.333333333336,0.5799626666666667
10.2,205000.0,410000.0,495000.0,140000.0,86.0,90.0,74.0,66.0,75874.0,58330.0,67367.33333333333,34322.0,0.6423526666666667
10.3,560000.0,210000.0,305000.0,170000.0,95.66666666666667,89.66666666666667,68.66666666666667,64.66666666666667,77804.66666666667,61063.0,67107.66666666667,34322.0,0.6969183333333334
10.4,360000.0,345000.0,400000.0,140000.0,84.0,98.66666666666667,77.0,67.33333333333333,77307.33333333333,61013.666666666664,66833.33333333333,33625.0,0.6758349999999999
10.5,390000.0,276186.6666666667,371106.6666666667,215000.0,91.66666666666667,92.33333333333333,72.0,58.666666666666664,77071.33333333333,60211.333333333336,66586.33333333333,33625.0,0.756802
10.6,478546.6666666667,365000.0,267066.6666666667,135000.0,86.33333333333333,98.0,84.66666666666667,67.0,77071.33333333333,61719.0,67046.0,34558.666666666664,0.765419
10.7,152680.0,311253.3333333333,501306.6666666667,287386.6666666667,104.0,91.0,79.33333333333333,61.666666666666664,78280.66666666667,61476.0,68011.33333333333,35948.333333333336,0.5933486666666666
10.8,572426.6666666666,255000.0,301453.3333333333,120000.0,105.66666666666667,102.0,79.66666666666667,65.33333333333333,78092.33333333333,61476.0,68494.0,36431.0,0.6909866666666667
10.9,169626.66666666666,356773.3333333333,452693.3333333333,265000.0,108.33333333333333,96.0,83.66666666666667,69.0,77853.0,61958.666666666664,69709.66666666667,37879.0,0.6895336666666667
